timestamp,camera_id,type,track_id,subject_id,activity,confidence,persons_in_frame,phones_in_frame
2026-06-23T06:39:39.821754+00:00,cam-01,behavior,1,unknown,idle,0.917,1,0
2026-06-23T06:39:39.851765+00:00,cam-01,behavior,1,unknown,idle,0.914,1,0
2026-06-23T06:39:39.877643+00:00,cam-01,behavior,1,unknown,idle,0.912,1,0
2026-06-23T06:39:39.907221+00:00,cam-01,behavior,1,unknown,idle,0.912,1,0
2026-06-23T06:39:39.931433+00:00,cam-01,behavior,1,unknown,idle,0.912,1,0
2026-06-23T06:39:39.971356+00:00,cam-01,behavior,1,unknown,idle,0.913,1,0
2026-06-23T06:39:40.001519+00:00,cam-01,behavior,1,unknown,idle,0.914,1,0
2026-06-23T06:39:40.025277+00:00,cam-01,behavior,1,unknown,idle,0.913,1,0
2026-06-23T06:39:40.046528+00:00,cam-01,behavior,1,unknown,idle,0.913,1,0
2026-06-23T06:39:40.060339+00:00,cam-01,behavior,1,unknown,idle,0.913,1,0
2026-06-23T06:39:40.109428+00:00,cam-01,behavior,1,unknown,idle,0.911,1,0
2026-06-23T06:39:40.142013+00:00,cam-01,behavior,1,unknown,idle,0.917,1,0
2026-06-23T06:39:40.176835+00:00,cam-01,behavior,1,unknown,idle,0.915,1,0
2026-06-23T06:39:40.206055+00:00,cam-01,behavior,1,unknown,idle,0.91,1,0
2026-06-23T06:39:40.242434+00:00,cam-01,behavior,1,unknown,idle,0.909,1,0
2026-06-23T06:39:40.265242+00:00,cam-01,behavior,1,unknown,idle,0.907,1,0
2026-06-23T06:39:40.302438+00:00,cam-01,behavior,1,unknown,idle,0.91,1,0
2026-06-23T06:39:40.330769+00:00,cam-01,behavior,1,unknown,idle,0.913,1,0
2026-06-23T06:39:40.368596+00:00,cam-01,behavior,1,unknown,idle,0.911,1,0
2026-06-23T06:39:40.398352+00:00,cam-01,behavior,1,unknown,idle,0.913,1,0
2026-06-23T06:39:40.428635+00:00,cam-01,behavior,1,unknown,idle,0.914,1,0
2026-06-23T06:39:40.478329+00:00,cam-01,behavior,1,unknown,idle,0.915,1,0
2026-06-23T06:39:40.510871+00:00,cam-01,behavior,1,unknown,idle,0.906,1,0
2026-06-23T06:39:40.539950+00:00,cam-01,behavior,1,unknown,idle,0.913,1,0
2026-06-23T06:39:40.575146+00:00,cam-01,behavior,1,unknown,idle,0.919,1,0
2026-06-23T06:39:40.608778+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:40.643331+00:00,cam-01,behavior,1,unknown,idle,0.931,1,0
2026-06-23T06:39:40.667779+00:00,cam-01,behavior,1,unknown,idle,0.932,1,0
2026-06-23T06:39:40.716191+00:00,cam-01,behavior,1,unknown,idle,0.933,1,0
2026-06-23T06:39:40.740533+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:40.766511+00:00,cam-01,behavior,1,unknown,idle,0.929,1,0
2026-06-23T06:39:40.798590+00:00,cam-01,behavior,1,unknown,idle,0.929,1,0
2026-06-23T06:39:40.846583+00:00,cam-01,behavior,1,unknown,idle,0.92,1,0
2026-06-23T06:39:40.879685+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:40.907647+00:00,cam-01,behavior,1,unknown,idle,0.919,1,0
2026-06-23T06:39:40.937253+00:00,cam-01,behavior,1,unknown,idle,0.923,1,0
2026-06-23T06:39:40.969738+00:00,cam-01,behavior,1,unknown,idle,0.916,1,0
2026-06-23T06:39:41.007814+00:00,cam-01,behavior,1,unknown,idle,0.914,1,0
2026-06-23T06:39:41.037511+00:00,cam-01,behavior,1,unknown,idle,0.91,1,0
2026-06-23T06:39:41.065488+00:00,cam-01,behavior,1,unknown,idle,0.905,1,0
2026-06-23T06:39:41.102486+00:00,cam-01,behavior,1,unknown,idle,0.915,1,0
2026-06-23T06:39:41.132661+00:00,cam-01,behavior,1,unknown,idle,0.916,1,0
2026-06-23T06:39:41.169200+00:00,cam-01,behavior,1,unknown,idle,0.919,1,0
2026-06-23T06:39:41.213432+00:00,cam-01,behavior,1,unknown,idle,0.922,1,0
2026-06-23T06:39:41.248419+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:41.278626+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:41.312541+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:41.337377+00:00,cam-01,behavior,1,unknown,idle,0.922,1,0
2026-06-23T06:39:41.375596+00:00,cam-01,behavior,1,unknown,idle,0.921,1,0
2026-06-23T06:39:41.411706+00:00,cam-01,behavior,1,unknown,idle,0.92,1,0
2026-06-23T06:39:41.439675+00:00,cam-01,behavior,1,unknown,idle,0.92,1,0
2026-06-23T06:39:41.475513+00:00,cam-01,behavior,1,unknown,idle,0.921,1,0
2026-06-23T06:39:41.508163+00:00,cam-01,behavior,1,unknown,idle,0.914,1,0
2026-06-23T06:39:41.529915+00:00,cam-01,behavior,1,unknown,idle,0.914,1,0
2026-06-23T06:39:41.556302+00:00,cam-01,behavior,1,unknown,idle,0.918,1,0
2026-06-23T06:39:41.609558+00:00,cam-01,behavior,1,unknown,idle,0.916,1,0
2026-06-23T06:39:41.645416+00:00,cam-01,behavior,1,unknown,idle,0.919,1,0
2026-06-23T06:39:41.680907+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:41.710302+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:41.743914+00:00,cam-01,behavior,1,unknown,idle,0.922,1,0
2026-06-23T06:39:41.776864+00:00,cam-01,behavior,1,unknown,idle,0.918,1,0
2026-06-23T06:39:41.801132+00:00,cam-01,behavior,1,unknown,idle,0.902,1,0
2026-06-23T06:39:41.837993+00:00,cam-01,behavior,1,unknown,idle,0.908,1,0
2026-06-23T06:39:41.865923+00:00,cam-01,behavior,1,unknown,idle,0.91,1,0
2026-06-23T06:39:41.903455+00:00,cam-01,behavior,1,unknown,idle,0.905,1,0
2026-06-23T06:39:41.928180+00:00,cam-01,behavior,1,unknown,idle,0.905,1,0
2026-06-23T06:39:41.983952+00:00,cam-01,behavior,1,unknown,idle,0.907,1,0
2026-06-23T06:39:42.015119+00:00,cam-01,behavior,1,unknown,idle,0.902,1,0
2026-06-23T06:39:42.045437+00:00,cam-01,behavior,1,unknown,idle,0.907,1,0
2026-06-23T06:39:42.080476+00:00,cam-01,behavior,1,unknown,idle,0.906,1,0
2026-06-23T06:39:42.114402+00:00,cam-01,behavior,1,unknown,idle,0.907,1,0
2026-06-23T06:39:42.140975+00:00,cam-01,behavior,1,unknown,idle,0.908,1,0
2026-06-23T06:39:42.169781+00:00,cam-01,behavior,1,unknown,idle,0.903,1,0
2026-06-23T06:39:42.206171+00:00,cam-01,behavior,1,unknown,idle,0.9,1,0
2026-06-23T06:39:42.233287+00:00,cam-01,behavior,1,unknown,idle,0.904,1,0
2026-06-23T06:39:42.265791+00:00,cam-01,behavior,1,unknown,idle,0.9,1,0
2026-06-23T06:39:42.304104+00:00,cam-01,behavior,1,unknown,idle,0.898,1,0
2026-06-23T06:39:42.346511+00:00,cam-01,behavior,1,unknown,idle,0.907,1,0
2026-06-23T06:39:42.381498+00:00,cam-01,behavior,1,unknown,idle,0.904,1,0
2026-06-23T06:39:42.415298+00:00,cam-01,behavior,1,unknown,idle,0.909,1,0
2026-06-23T06:39:42.448669+00:00,cam-01,behavior,1,unknown,idle,0.908,1,0
2026-06-23T06:39:42.482990+00:00,cam-01,behavior,1,unknown,idle,0.907,1,0
2026-06-23T06:39:42.525821+00:00,cam-01,behavior,1,unknown,idle,0.907,1,0
2026-06-23T06:39:42.575197+00:00,cam-01,behavior,1,unknown,idle,0.917,1,0
2026-06-23T06:39:43.435768+00:00,cam-01,behavior,1,unknown,idle,0.914,1,0
2026-06-23T06:39:43.469725+00:00,cam-01,behavior,1,unknown,idle,0.912,1,0
2026-06-23T06:39:43.494455+00:00,cam-01,behavior,1,unknown,idle,0.912,1,0
2026-06-23T06:39:43.526283+00:00,cam-01,behavior,1,unknown,idle,0.918,1,0
2026-06-23T06:39:43.548598+00:00,cam-01,behavior,1,unknown,idle,0.918,1,0
2026-06-23T06:39:43.579890+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:43.598984+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:43.646537+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:43.674496+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:43.714693+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:43.737951+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:43.785277+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:43.820361+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:43.852956+00:00,cam-01,behavior,1,unknown,idle,0.933,1,0
2026-06-23T06:39:43.886532+00:00,cam-01,behavior,1,unknown,idle,0.933,1,0
2026-06-23T06:39:43.917711+00:00,cam-01,behavior,1,unknown,idle,0.942,1,0
2026-06-23T06:39:43.945509+00:00,cam-01,behavior,1,unknown,idle,0.942,1,0
2026-06-23T06:39:43.977707+00:00,cam-01,behavior,1,unknown,idle,0.941,1,0
2026-06-23T06:39:44.012581+00:00,cam-01,behavior,1,unknown,idle,0.941,1,0
2026-06-23T06:39:44.047434+00:00,cam-01,behavior,1,unknown,idle,0.94,1,0
2026-06-23T06:39:44.081623+00:00,cam-01,behavior,1,unknown,idle,0.94,1,0
2026-06-23T06:39:44.110121+00:00,cam-01,behavior,1,unknown,idle,0.943,1,0
2026-06-23T06:39:44.130658+00:00,cam-01,behavior,1,unknown,idle,0.943,1,0
2026-06-23T06:39:44.172189+00:00,cam-01,behavior,1,unknown,idle,0.94,1,0
2026-06-23T06:39:44.205958+00:00,cam-01,behavior,1,unknown,idle,0.94,1,0
2026-06-23T06:39:44.234599+00:00,cam-01,behavior,1,unknown,idle,0.942,1,0
2026-06-23T06:39:44.261837+00:00,cam-01,behavior,1,unknown,idle,0.942,1,0
2026-06-23T06:39:44.317915+00:00,cam-01,behavior,1,unknown,idle,0.945,1,0
2026-06-23T06:39:44.347463+00:00,cam-01,behavior,1,unknown,phone,0.945,1,1
2026-06-23T06:39:44.380546+00:00,cam-01,behavior,1,unknown,phone,0.941,1,1
2026-06-23T06:39:44.414756+00:00,cam-01,behavior,1,unknown,phone,0.941,1,1
2026-06-23T06:39:44.449480+00:00,cam-01,behavior,1,unknown,phone,0.942,1,1
2026-06-23T06:39:44.473930+00:00,cam-01,behavior,1,unknown,phone,0.942,1,1
2026-06-23T06:39:44.512368+00:00,cam-01,behavior,1,unknown,phone,0.944,1,1
2026-06-23T06:39:44.537389+00:00,cam-01,behavior,1,unknown,phone,0.944,1,1
2026-06-23T06:39:44.574983+00:00,cam-01,behavior,1,unknown,phone,0.948,1,1
2026-06-23T06:39:44.598965+00:00,cam-01,behavior,1,unknown,phone,0.948,1,1
2026-06-23T06:39:44.637183+00:00,cam-01,behavior,1,unknown,phone,0.944,1,1
2026-06-23T06:39:44.665787+00:00,cam-01,behavior,1,unknown,phone,0.944,1,1
2026-06-23T06:39:44.727338+00:00,cam-01,behavior,1,unknown,phone,0.947,1,1
2026-06-23T06:39:44.755144+00:00,cam-01,behavior,1,unknown,phone,0.947,1,1
2026-06-23T06:39:44.790113+00:00,cam-01,behavior,1,unknown,phone,0.944,1,1
2026-06-23T06:39:44.824454+00:00,cam-01,behavior,1,unknown,phone,0.944,1,1
2026-06-23T06:39:44.851348+00:00,cam-01,behavior,1,unknown,phone,0.937,1,1
2026-06-23T06:39:44.881842+00:00,cam-01,behavior,1,unknown,phone,0.937,1,1
2026-06-23T06:39:44.910719+00:00,cam-01,behavior,1,unknown,phone,0.942,1,1
2026-06-23T06:39:44.937665+00:00,cam-01,behavior,1,unknown,phone,0.942,1,1
2026-06-23T06:39:44.974947+00:00,cam-01,behavior,1,unknown,phone,0.941,1,1
2026-06-23T06:39:45.002914+00:00,cam-01,behavior,1,unknown,phone,0.941,1,1
2026-06-23T06:39:45.057196+00:00,cam-01,behavior,1,unknown,phone,0.937,1,1
2026-06-23T06:39:45.083454+00:00,cam-01,behavior,1,unknown,phone,0.937,1,1
2026-06-23T06:39:45.124776+00:00,cam-01,behavior,1,unknown,phone,0.938,1,1
2026-06-23T06:39:45.163674+00:00,cam-01,behavior,1,unknown,phone,0.938,1,1
2026-06-23T06:39:45.186934+00:00,cam-01,behavior,1,unknown,phone,0.936,1,1
2026-06-23T06:39:45.219826+00:00,cam-01,behavior,1,unknown,phone,0.936,1,1
2026-06-23T06:39:45.254691+00:00,cam-01,behavior,1,unknown,idle,0.935,1,0
2026-06-23T06:39:45.289744+00:00,cam-01,behavior,1,unknown,idle,0.935,1,0
2026-06-23T06:39:45.316507+00:00,cam-01,behavior,1,unknown,phone,0.928,1,1
2026-06-23T06:39:45.353371+00:00,cam-01,behavior,1,unknown,phone,0.928,1,1
2026-06-23T06:39:45.384716+00:00,cam-01,behavior,1,unknown,idle,0.934,1,0
2026-06-23T06:39:45.418455+00:00,cam-01,behavior,1,unknown,idle,0.934,1,0
2026-06-23T06:39:45.449370+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:45.481465+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:45.511703+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:45.546169+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:45.588263+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:45.611487+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:45.647559+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:45.681905+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:45.711811+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:45.742000+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:45.776333+00:00,cam-01,behavior,1,unknown,idle,0.929,1,0
2026-06-23T06:39:45.817994+00:00,cam-01,behavior,1,unknown,idle,0.929,1,0
2026-06-23T06:39:45.855889+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:45.889864+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:45.914282+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:45.945503+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:45.970121+00:00,cam-01,behavior,1,unknown,idle,0.923,1,0
2026-06-23T06:39:46.017886+00:00,cam-01,behavior,1,unknown,idle,0.923,1,0
2026-06-23T06:39:46.039905+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:46.093389+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:46.123546+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:46.154290+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:46.177535+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:46.220489+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:46.253760+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:46.282915+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:46.318164+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:46.349621+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:46.384215+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:46.413047+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:46.446454+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:46.478979+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:46.512942+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:46.546018+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:46.559847+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:46.609090+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:46.658709+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:46.692109+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:46.718867+00:00,cam-01,behavior,1,unknown,idle,0.93,1,0
2026-06-23T06:39:46.760123+00:00,cam-01,behavior,1,unknown,idle,0.93,1,0
2026-06-23T06:39:46.786563+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:46.821577+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:46.856017+00:00,cam-01,behavior,1,unknown,idle,0.93,1,0
2026-06-23T06:39:46.893623+00:00,cam-01,behavior,1,unknown,idle,0.93,1,0
2026-06-23T06:39:46.934534+00:00,cam-01,behavior,1,unknown,idle,0.923,1,0
2026-06-23T06:39:46.959849+00:00,cam-01,behavior,1,unknown,idle,0.923,1,0
2026-06-23T06:39:46.995025+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:47.029696+00:00,cam-01,behavior,1,unknown,idle,0.926,1,0
2026-06-23T06:39:47.067710+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:47.113527+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:47.136460+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:47.161077+00:00,cam-01,behavior,1,unknown,idle,0.927,1,0
2026-06-23T06:39:47.183880+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:47.207110+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:47.249371+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:47.271401+00:00,cam-01,behavior,1,unknown,idle,0.925,1,0
2026-06-23T06:39:47.313716+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:47.334330+00:00,cam-01,behavior,1,unknown,idle,0.928,1,0
2026-06-23T06:39:47.387359+00:00,cam-01,behavior,1,unknown,idle,0.932,1,0
2026-06-23T06:39:47.412765+00:00,cam-01,behavior,1,unknown,idle,0.932,1,0
2026-06-23T06:39:47.449933+00:00,cam-01,behavior,1,unknown,idle,0.931,1,0
2026-06-23T06:39:47.483403+00:00,cam-01,behavior,1,unknown,idle,0.931,1,0
2026-06-23T06:39:47.519023+00:00,cam-01,behavior,1,unknown,idle,0.932,1,0
2026-06-23T06:39:47.545041+00:00,cam-01,behavior,1,unknown,idle,0.932,1,0
2026-06-23T06:39:47.581513+00:00,cam-01,behavior,1,unknown,idle,0.936,1,0
2026-06-23T06:39:47.615528+00:00,cam-01,behavior,1,unknown,idle,0.936,1,0
2026-06-23T06:39:47.650268+00:00,cam-01,behavior,1,unknown,idle,0.931,1,0
2026-06-23T06:39:47.675347+00:00,cam-01,behavior,1,unknown,idle,0.931,1,0
2026-06-23T06:39:47.708102+00:00,cam-01,behavior,1,unknown,idle,0.929,1,0
2026-06-23T06:39:47.741531+00:00,cam-01,behavior,1,unknown,idle,0.929,1,0
2026-06-23T06:39:47.791054+00:00,cam-01,behavior,1,unknown,idle,0.933,1,0
2026-06-23T06:39:47.824083+00:00,cam-01,behavior,1,unknown,idle,0.933,1,0
2026-06-23T06:39:47.858170+00:00,cam-01,behavior,1,unknown,idle,0.938,1,0
2026-06-23T06:39:47.892665+00:00,cam-01,behavior,1,unknown,idle,0.938,1,0
2026-06-23T06:39:47.930584+00:00,cam-01,behavior,1,unknown,idle,0.941,1,0
2026-06-23T06:39:47.952221+00:00,cam-01,behavior,1,unknown,idle,0.941,1,0
2026-06-23T06:39:47.986541+00:00,cam-01,behavior,1,unknown,idle,0.942,1,0
2026-06-23T06:39:48.030753+00:00,cam-01,behavior,1,unknown,idle,0.942,1,0
2026-06-23T06:39:48.063435+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.096875+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.118136+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:48.144906+00:00,cam-01,behavior,1,unknown,idle,0.924,1,0
2026-06-23T06:39:48.181280+00:00,cam-01,behavior,1,unknown,idle,0.93,1,0
2026-06-23T06:39:48.211289+00:00,cam-01,behavior,1,unknown,idle,0.93,1,0
2026-06-23T06:39:48.243964+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.274403+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.317864+00:00,cam-01,behavior,1,unknown,idle,0.939,1,0
2026-06-23T06:39:48.348639+00:00,cam-01,behavior,1,unknown,idle,0.939,1,0
2026-06-23T06:39:48.382953+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.417761+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.444218+00:00,cam-01,behavior,1,unknown,idle,0.936,1,0
2026-06-23T06:39:48.488211+00:00,cam-01,behavior,1,unknown,idle,0.936,1,0
2026-06-23T06:39:48.502065+00:00,cam-01,behavior,1,unknown,idle,0.934,1,0
2026-06-23T06:39:48.546285+00:00,cam-01,behavior,1,unknown,idle,0.934,1,0
2026-06-23T06:39:48.588707+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.625349+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.653654+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.682653+00:00,cam-01,behavior,1,unknown,idle,0.937,1,0
2026-06-23T06:39:48.724244+00:00,cam-01,behavior,1,unknown,idle,0.936,1,0
2026-06-23T06:39:48.749628+00:00,cam-01,behavior,1,unknown,idle,0.936,1,0
2026-06-23T06:39:48.781130+00:00,cam-01,behavior,1,unknown,idle,0.929,1,0
2026-06-23T06:39:48.818343+00:00,cam-01,behavior,1,unknown,idle,0.929,1,0
2026-06-23T06:39:48.848702+00:00,cam-01,behavior,1,unknown,idle,0.935,1,0
2026-06-23T06:39:48.881057+00:00,cam-01,behavior,1,unknown,idle,0.935,1,0
2026-06-23T06:39:48.927895+00:00,cam-01,behavior,1,unknown,idle,0.934,1,0
2026-06-23T06:39:48.963358+00:00,cam-01,behavior,1,unknown,idle,0.934,1,0
2026-06-23T06:39:48.997106+00:00,cam-01,behavior,1,unknown,idle,0.94,1,0
2026-06-23T06:39:49.039096+00:00,cam-01,behavior,1,unknown,idle,0.94,1,0
2026-06-23T06:39:49.067141+00:00,cam-01,behavior,1,unknown,idle,0.938,1,0
2026-06-23T06:39:49.098671+00:00,cam-01,behavior,1,unknown,idle,0.938,1,0
2026-06-23T06:39:49.133580+00:00,cam-01,behavior,1,unknown,idle,0.936,1,0
2026-06-23T06:39:49.171797+00:00,cam-01,behavior,1,unknown,idle,0.936,1,0
2026-06-23T06:39:49.202216+00:00,cam-01,behavior,1,unknown,idle,0.935,1,0
2026-06-23T06:39:49.236365+00:00,cam-01,behavior,1,unknown,idle,0.935,1,0
2026-06-23T06:39:49.260416+00:00,cam-01,behavior,1,unknown,idle,0.939,1,0
2026-06-23T06:39:49.290069+00:00,cam-01,behavior,1,unknown,idle,0.939,1,0
2026-06-23T06:39:49.351763+00:00,cam-01,behavior,1,unknown,idle,0.938,1,0
2026-06-23T06:39:49.388094+00:00,cam-01,behavior,1,unknown,idle,0.938,1,0
2026-06-23T06:39:49.422484+00:00,cam-01,behavior,1,unknown,idle,0.938,1,0
2026-06-23T06:39:49.456946+00:00,cam-01,behavior,1,unknown,idle,0.939,1,0
2026-06-23T06:39:49.496980+00:00,cam-01,behavior,1,unknown,idle,0.935,1,0
2026-06-23T06:39:49.546907+00:00,cam-01,behavior,1,unknown,idle,0.935,1,0
2026-06-23T06:39:49.576437+00:00,cam-01,behavior,1,unknown,idle,0.934,1,0
2026-06-23T06:39:49.612947+00:00,cam-01,behavior,1,unknown,idle,0.934,1,0
2026-06-23T06:39:49.648534+00:00,cam-01,behavior,1,unknown,idle,0.94,1,0
2026-06-23T06:39:49.733873+00:00,cam-01,behavior,1,unknown,idle,0.94,1,0
